No,Name,Number,Email,Gender,Age,Education,Technology,Place,Mode,Skills,Experience,Current Position,Linkedin Link,Github Link,Resume
53,Kayla Parker,(275)677-4511x2604,mitchell67@lane-gamble.net,Male,31,Diploma,Python,Hyderabad,Remote,"Flask, AWS, Angular",2 years,Backend Developer,https://smith.com/,https://www.sutton.net/,resume_53.pdf
54,Jonathan Alvarez,+1-175-022-5734,hbennett@hotmail.com,Male,44,PhD,JavaScript,Hyderabad,Hybrid,"SQL, Kubernetes, React",2 years,System Analyst,http://george.biz/,https://rhodes.com/,resume_54.pdf
55,Connie Wilson,090-334-8883x690,martinezannette@gmail.com,Male,27,PhD,C++,Kolkata,Remote,"SQL, Kubernetes, TensorFlow",1 year,Frontend Developer,http://www.atkinson.com/,https://www.christian-johnson.com/,resume_55.pdf
56,Crystal Cox,6010796986,daviddavis@hotmail.com,Male,34,B.Tech,Java,Hyderabad,Hybrid,"TensorFlow, Docker, React",Fresher,AI Engineer,https://www.jones-molina.com/,https://www.bell.com/,resume_56.pdf
57,Justin Lee,(020)688-8372x626,fwade@hall-howard.com,Male,39,M.Tech,Data Science,Delhi,Hybrid,"Docker, Kubernetes, Flask",5+ years,Data Scientist,https://hamilton.net/,http://www.farrell.com/,resume_57.pdf
58,Joseph Wood,043.198.7300x25283,davidrobinson@waller.org,Male,38,PhD,Machine Learning,Mumbai,Remote,"Django, Flask, Angular",1 year,Backend Developer,https://www.odonnell-smith.com/,https://banks-robertson.info/,resume_58.pdf
59,Whitney Green,001-422-548-7674x911,tylertanner@miller.com,Male,30,M.Tech,Data Science,Mumbai,Remote,"AWS, Flask, SQL",Fresher,System Analyst,http://www.miller.com/,https://webb.biz/,resume_59.pdf
60,Paul Martinez,+1-383-974-6767x68548,rogersdebra@yahoo.com,Other,24,M.Tech,Data Science,Mumbai,Hybrid,"Flask, SQL, TensorFlow",3 years,System Analyst,http://www.calderon.com/,http://rhodes-fowler.biz/,resume_60.pdf
61,Eric Oconnor,+1-434-529-3858,jmyers@fox-knight.com,Female,27,PhD,Python,Mumbai,On-Site,"Docker, TensorFlow, Angular",1 year,Backend Developer,https://frederick.net/,https://stokes-diaz.com/,resume_61.pdf
62,Courtney Kirk,668.407.9364,pmitchell@hotmail.com,Other,42,M.Tech,Python,Pune,On-Site,"Flask, Angular, Django",2 years,System Analyst,https://www.ramsey-taylor.com/,https://www.bailey.org/,resume_62.pdf
63,Karen Crawford,134-625-2747,lisa02@hotmail.com,Other,27,M.Tech,Data Science,Ahmedabad,On-Site,"AWS, Angular, Docker",1 year,Data Scientist,http://cook.com/,http://mckay.com/,resume_63.pdf
64,Karen Wagner,001-232-012-9705,ynelson@mccarthy.biz,Male,41,B.Sc,C++,Chennai,Remote,"AWS, Kubernetes, Django",Fresher,Backend Developer,http://white.org/,https://welch.biz/,resume_64.pdf
65,Brad Carpenter,361.261.9138x69766,jamesdavis@scott.com,Other,28,PhD,JavaScript,Pune,Hybrid,"Docker, TensorFlow, React",Fresher,System Analyst,https://moore.com/,http://www.bailey-wood.org/,resume_65.pdf
66,Keith Myers,+1-758-249-9596x851,palexander@yahoo.com,Male,32,M.Sc,C++,Kolkata,Hybrid,"Docker, Angular, AWS",2 years,Backend Developer,https://www.davis.com/,https://wilson.com/,resume_66.pdf
67,Mrs. Tiffany Rodriguez,(698)795-3183x9488,timothy73@hotmail.com,Other,38,B.Sc,Python,Chennai,Hybrid,"Kubernetes, TensorFlow, Docker",1 year,AI Engineer,https://ray-crane.com/,https://www.roberts.net/,resume_67.pdf
68,Sally Gaines,6757629346,kimberly74@yahoo.com,Other,29,PhD,JavaScript,Kolkata,Hybrid,"Docker, AWS, TensorFlow",1 year,Frontend Developer,https://www.murphy.com/,http://www.townsend-rios.com/,resume_68.pdf
69,Andrew Cabrera,642.306.2996,glennmills@smith-vincent.com,Male,26,B.Tech,Machine Learning,Hyderabad,Hybrid,"AWS, TensorFlow, Docker",5+ years,Backend Developer,https://phelps-hurst.com/,https://www.perry.com/,resume_69.pdf
70,Tracy Young,225.346.5813,richardhoward@henderson.info,Female,36,M.Tech,Python,Delhi,Remote,"React, Django, Docker",3 years,Frontend Developer,https://montoya.info/,https://www.salazar-gregory.com/,resume_70.pdf
71,Rhonda Rogers,+1-011-141-7388x224,kristy39@yahoo.com,Male,27,M.Tech,Cyber Security,Hyderabad,Hybrid,"Angular, Kubernetes, Flask",2 years,Data Scientist,http://www.hunt.com/,http://www.bryant.com/,resume_71.pdf
72,Kevin Sanders,001-251-973-8382x574,juliestevenson@dean-coleman.com,Female,43,M.Sc,JavaScript,Kolkata,On-Site,"Docker, AWS, Kubernetes",2 years,Backend Developer,http://costa.com/,https://peters.org/,resume_72.pdf
73,Scott Mckay,+1-273-366-6192x176,bryantmegan@gmail.com,Male,39,B.Tech,Cyber Security,Ahmedabad,Hybrid,"Kubernetes, Angular, Django",1 year,Data Scientist,http://nunez-ramos.com/,http://lam.com/,resume_73.pdf
74,Jared Drake,(073)918-0566x2022,smithdebra@yahoo.com,Male,38,M.Tech,Java,Chennai,Remote,"Angular, SQL, Django",1 year,Frontend Developer,https://www.jackson-jackson.com/,http://williams-brewer.net/,resume_74.pdf
75,Alexander Martin,(059)496-5105x118,jenniferallen@harvey.info,Male,34,B.Tech,Data Science,Bangalore,Hybrid,"AWS, Flask, React",2 years,Frontend Developer,https://www.daniel-warren.com/,https://www.combs.com/,resume_75.pdf
76,Abigail Erickson MD,635.913.3228,cindy70@carson.com,Male,34,B.Tech,Data Science,Kolkata,On-Site,"Kubernetes, Angular, Flask",5+ years,Data Scientist,https://collins.biz/,http://bailey.com/,resume_76.pdf
77,Scott Lawrence,5774828142,janet10@mitchell.org,Other,33,M.Sc,Data Science,Kolkata,Hybrid,"TensorFlow, React, Django",Fresher,System Analyst,https://www.scott-james.org/,http://welch.com/,resume_77.pdf
78,John Smith,716.055.6193x5121,codywhite@yahoo.com,Male,34,B.Tech,Data Science,Chennai,Hybrid,"Angular, TensorFlow, AWS",2 years,Frontend Developer,https://melendez-johnson.info/,https://wilson.info/,resume_78.pdf
79,Laura Skinner,063-889-9479,gabrielamolina@gardner.net,Other,40,M.Tech,Data Science,Ahmedabad,Remote,"SQL, AWS, TensorFlow",5+ years,Software Engineer,https://gross-thompson.com/,https://www.espinoza-higgins.org/,resume_79.pdf
80,John Hicks,(923)758-7268,kimberly71@montoya.info,Female,26,B.Sc,Cloud Computing,Kolkata,Remote,"Flask, SQL, React",2 years,Frontend Developer,http://www.stafford.org/,https://www.davis.info/,resume_80.pdf
81,Gerald Flores,0322769929,robert96@villarreal-clark.com,Other,33,B.Sc,C++,Chennai,Hybrid,"TensorFlow, Docker, Django",5+ years,System Analyst,https://www.yang.info/,http://www.smith.com/,resume_81.pdf
82,Kevin Butler,2417453628,robertsthomas@gmail.com,Other,42,Diploma,Cloud Computing,Pune,Hybrid,"Docker, AWS, React",2 years,Software Engineer,http://www.bryant.com/,http://www.guerrero.com/,resume_82.pdf
83,Steven Keller,001-917-558-9400x052,qcastro@yahoo.com,Female,28,B.Sc,Machine Learning,Chennai,On-Site,"AWS, SQL, React",2 years,Backend Developer,http://schmitt.com/,http://cole.net/,resume_83.pdf
84,Steven Price,903.432.9293,ricky18@wood-jacobson.com,Female,45,Diploma,Cyber Security,Mumbai,Remote,"AWS, Kubernetes, Django",2 years,Data Scientist,http://www.peterson.com/,https://www.james-nelson.com/,resume_84.pdf
85,Amy Ward,895.340.7957,littleruben@smith.info,Female,42,M.Sc,JavaScript,Kolkata,Hybrid,"SQL, React, Kubernetes",2 years,System Analyst,http://chavez.org/,http://www.duncan.com/,resume_85.pdf
86,Robin Moore,922-995-5131x60071,collinsjennifer@yahoo.com,Female,41,M.Sc,C++,Pune,Hybrid,"Angular, Django, TensorFlow",5+ years,Data Scientist,https://smith-taylor.com/,https://haney.biz/,resume_86.pdf
87,Monica Gibbs,001-923-084-7160,gregory29@hotmail.com,Other,33,B.Tech,Java,Delhi,Remote,"SQL, Kubernetes, TensorFlow",1 year,Backend Developer,https://www.gray.org/,http://richards-davis.biz/,resume_87.pdf
88,Crystal Miranda,9417781518,james32@hotmail.com,Other,42,M.Sc,Data Science,Ahmedabad,Hybrid,"AWS, Angular, Django",Fresher,Data Scientist,http://www.willis.biz/,https://www.soto.com/,resume_88.pdf
89,William Jenkins,548-034-0933,lisa62@hotmail.com,Other,28,M.Tech,Machine Learning,Chennai,Remote,"SQL, Flask, AWS",Fresher,Software Engineer,http://keller.com/,https://deleon.biz/,resume_89.pdf
90,James Li,(891)827-6328x844,scott16@gmail.com,Male,24,B.Sc,Cloud Computing,Chennai,Hybrid,"AWS, TensorFlow, Angular",5+ years,AI Engineer,http://reilly.com/,http://www.miller.com/,resume_90.pdf
91,Tyler Jones,001-395-655-1996,ericpena@reyes.biz,Male,41,M.Sc,C++,Pune,On-Site,"Kubernetes, Docker, AWS",1 year,System Analyst,http://www.johns.com/,http://www.white.org/,resume_91.pdf
92,Victoria Gregory,710.014.4287x391,jessica83@yahoo.com,Other,31,PhD,JavaScript,Delhi,Remote,"Django, AWS, React",2 years,Software Engineer,http://clark.com/,http://www.mosley-butler.org/,resume_92.pdf
93,Haley French,+1-433-108-6808,samuel90@gmail.com,Female,35,PhD,Python,Hyderabad,Remote,"TensorFlow, Flask, Angular",3 years,AI Engineer,https://harris-smith.info/,https://www.hoover.com/,resume_93.pdf
94,Jamie Mason,(207)854-2069x543,hollysmith@nelson.com,Male,44,PhD,Java,Kolkata,On-Site,"React, Django, TensorFlow",2 years,Frontend Developer,https://www.crosby.com/,https://ponce-logan.org/,resume_94.pdf
95,April Davis,628-048-3080x4635,sarah64@gmail.com,Other,37,B.Tech,Data Science,Mumbai,Remote,"Flask, AWS, TensorFlow",2 years,Data Scientist,http://stanton.com/,https://www.peterson.com/,resume_95.pdf
96,George Williamson,(567)206-8866,raymondchang@walker-carroll.info,Male,22,PhD,JavaScript,Pune,Hybrid,"Django, React, Kubernetes",Fresher,System Analyst,http://serrano.biz/,http://jackson.com/,resume_96.pdf
97,Terri Herrera,1326054193,noahrivera@gmail.com,Other,28,B.Sc,Data Science,Chennai,Hybrid,"Kubernetes, SQL, Django",5+ years,Software Engineer,http://evans.info/,https://www.fletcher.com/,resume_97.pdf
98,Justin Thomas,(075)916-8457,wross@villanueva.com,Female,38,B.Tech,JavaScript,Mumbai,Hybrid,"AWS, SQL, React",Fresher,Software Engineer,https://www.bennett.net/,https://hubbard.net/,resume_98.pdf
99,Taylor Harris,+1-009-961-6076x98098,ifry@nicholson.com,Other,24,M.Tech,Cloud Computing,Delhi,Remote,"Kubernetes, TensorFlow, Angular",1 year,Software Engineer,http://holmes-reynolds.com/,http://www.casey-hahn.com/,resume_99.pdf
100,Emily Diaz,001-165-180-7175,lrussell@yahoo.com,Male,40,B.Sc,Java,Pune,Remote,"SQL, TensorFlow, Angular",Fresher,Data Scientist,http://www.ayers-owens.org/,https://www.hale-anderson.com/,resume_100.pdf
101,Person_101,+5-997-868-6331,person101@example.com,Male,28,B.Sc,Machine Learning,Kolkata,Remote,"Django, Docker, SQL",2 years,Software Engineer,https://linkedin.com/in/person101,https://github.com/person101,resume_101.pdf
102,Person_102,+22-704-114-3979,person102@example.com,Female,33,B.Sc,Data Science,Chennai,On-Site,"Flask, Docker, AWS",14 years,Frontend Developer,https://linkedin.com/in/person102,https://github.com/person102,resume_102.pdf
103,Person_103,+93-529-418-2564,person103@example.com,Male,26,B.Sc,JavaScript,Kolkata,Remote,"Flask, Kubernetes, React",12 years,Software Engineer,https://linkedin.com/in/person103,https://github.com/person103,resume_103.pdf
104,Person_104,+29-343-744-8941,person104@example.com,Male,21,M.Sc,Data Science,Bangalore,Remote,"Angular, SQL, TensorFlow",10 years,AI Engineer,https://linkedin.com/in/person104,https://github.com/person104,resume_104.pdf
105,Person_105,+72-660-838-9077,person105@example.com,Other,35,M.Sc,Python,Hyderabad,Remote,"Docker, React, Angular",8 years,AI Engineer,https://linkedin.com/in/person105,https://github.com/person105,resume_105.pdf
106,Person_106,+38-732-614-2309,person106@example.com,Other,31,Diploma,Python,Chennai,On-Site,"Docker, TensorFlow, Flask",0 years,System Analyst,https://linkedin.com/in/person106,https://github.com/person106,resume_106.pdf
107,Person_107,+43-140-798-8555,person107@example.com,Male,45,M.Sc,Python,Pune,On-Site,"AWS, TensorFlow, Kubernetes",2 years,System Analyst,https://linkedin.com/in/person107,https://github.com/person107,resume_107.pdf
108,Person_108,+15-938-429-8894,person108@example.com,Female,23,Diploma,Data Science,Pune,On-Site,"TensorFlow, Kubernetes, React",13 years,System Analyst,https://linkedin.com/in/person108,https://github.com/person108,resume_108.pdf
109,Person_109,+2-493-529-8655,person109@example.com,Other,47,M.Tech,Cyber Security,Ahmedabad,Remote,"Flask, Kubernetes, Django",0 years,Software Engineer,https://linkedin.com/in/person109,https://github.com/person109,resume_109.pdf
110,Person_110,+46-807-824-6273,person110@example.com,Other,57,Diploma,Java,Pune,On-Site,"Angular, Kubernetes, TensorFlow",8 years,AI Engineer,https://linkedin.com/in/person110,https://github.com/person110,resume_110.pdf
111,Person_111,+84-501-643-9175,person111@example.com,Female,44,PhD,C++,Kolkata,Hybrid,"TensorFlow, Docker, Angular",0 years,Backend Developer,https://linkedin.com/in/person111,https://github.com/person111,resume_111.pdf
112,Person_112,+23-585-105-1079,person112@example.com,Female,42,B.Tech,Java,Bangalore,On-Site,"Kubernetes, Django, Flask",5 years,Software Engineer,https://linkedin.com/in/person112,https://github.com/person112,resume_112.pdf
113,Person_113,+65-403-815-4927,person113@example.com,Other,54,M.Sc,C++,Bangalore,Hybrid,"Kubernetes, Flask, TensorFlow",4 years,Backend Developer,https://linkedin.com/in/person113,https://github.com/person113,resume_113.pdf
114,Person_114,+50-189-342-3562,person114@example.com,Other,20,B.Tech,Data Science,Ahmedabad,On-Site,"Docker, React, Kubernetes",6 years,Backend Developer,https://linkedin.com/in/person114,https://github.com/person114,resume_114.pdf
115,Person_115,+82-819-513-2704,person115@example.com,Other,43,Diploma,Python,Pune,On-Site,"Kubernetes, Django, SQL",2 years,Data Scientist,https://linkedin.com/in/person115,https://github.com/person115,resume_115.pdf
116,Person_116,+55-763-577-3225,person116@example.com,Male,60,M.Sc,JavaScript,Ahmedabad,Remote,"Angular, Kubernetes, AWS",1 years,Data Scientist,https://linkedin.com/in/person116,https://github.com/person116,resume_116.pdf
117,Person_117,+4-565-295-1550,person117@example.com,Female,51,PhD,C++,Kolkata,On-Site,"Docker, Flask, React",5 years,System Analyst,https://linkedin.com/in/person117,https://github.com/person117,resume_117.pdf
118,Person_118,+14-372-941-7594,person118@example.com,Other,43,Diploma,C++,Hyderabad,Hybrid,"TensorFlow, Flask, Django",7 years,Backend Developer,https://linkedin.com/in/person118,https://github.com/person118,resume_118.pdf
119,Person_119,+55-204-238-2298,person119@example.com,Female,21,M.Sc,Java,Pune,On-Site,"SQL, React, Flask",6 years,System Analyst,https://linkedin.com/in/person119,https://github.com/person119,resume_119.pdf
120,Person_120,+84-508-591-7679,person120@example.com,Female,40,M.Sc,C++,Ahmedabad,Remote,"SQL, Flask, Docker",9 years,System Analyst,https://linkedin.com/in/person120,https://github.com/person120,resume_120.pdf
121,Person_121,+39-261-806-2933,person121@example.com,Female,45,Diploma,Cyber Security,Hyderabad,Remote,"AWS, Django, React",12 years,Backend Developer,https://linkedin.com/in/person121,https://github.com/person121,resume_121.pdf
122,Person_122,+9-956-133-5712,person122@example.com,Other,58,M.Sc,Machine Learning,Hyderabad,Hybrid,"Angular, SQL, TensorFlow",13 years,Frontend Developer,https://linkedin.com/in/person122,https://github.com/person122,resume_122.pdf
